"","nomes","cargo_funcao","fala"
"771","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O que eu sei é daquela portaria lá que utiliza... Que coloca... Utiliza a cloroquina, mas do ano passado, a portaria que eu considero obsoleta já porque foi antes das recomendações de não utilização. As nossas equipes de saúde utilizavam os protocolos estabelecidos já na rede há muito tempo. Nós tínhamos quatro comissões de especialistas, nós tínhamos o apoio da Opas, com os seus especialistas, que trabalhavam em conjunto para, por exemplo, trabalharmos notas técnicas de utilização de kit intubação, da racionalização dos insumos etc., naquele momento de pandemia. "
"772","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O Sr. Eduardo Pazuello, aqui, indagado sobre quando foi comunicado sobre o início da crise, ele disse aqui – está nas nossas notas taquigráficas: ""Olha só, isso é o papel, escrevendo, agora eu estou falando pessoalmente aqui sobre esse assunto. O telefonema do Secretário de Saúde para mim, no dia 7, à noite, foi exclusivamente para apoio logístico de transporte de tubos de oxigênio que iam para o interior do Amazonas, saindo de [...] [Manaus] para [...] [Belém]."" Mais adiante ele diz: ""Não quer dizer aí que se havia... Não quer dizer aí que havia a compreensão do colapso de oxigênio."" Confere essa declaração do Sr. Eduardo Pazuello? "
"773","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É, não... "
"774","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O senhor não... O senhor não comunicou nesse momento para ele, no dia 7, do iminente colapso de oxigênio? "
"775","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu comuniquei a ele o pedido da White Martins em relação a esse apoio logístico de... Não é de Manaus para Belém, é de Belém para Manaus. "
"776","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeito. "
"777","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Com o transporte de cilindros para o estoque da White Martins. Foi isso que foi falado: Precisamos de apoio logístico para trabalhar com a White Martins nesse sentido, de apoio para a White Martins. "
"778","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Mas a comunicação da White Martins não falava somente de apoio logístico, falava da necessidade de aumentar a oferta de oxigênio, fornecimento de oxigênio. "
"779","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, ela justifica dizendo que precisa aumentar a oferta. Mas vale lembrar, Senador, que a White Martins, antes de fazer esse pedido, houve uma reunião onde ela afirmou que estavam chegando cargas de oxigênio via balsa e esse envio, via aérea, era para dar um equilíbrio no estoque. "
"780","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Nessa comunicação, dia 7, ela fala, inclusive, para procurar outros fornecedores. "
"781","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, mas vale ressaltar que a White Martins estava comprando os estoques de outros fornecedores, inclusive fora do Amazonas. "
"782","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O fato é o seguinte, na conversa com o Ministro Eduardo Pazuello, o senhor relata sobre o problema de oxigênio no Amazonas?         "
"783","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, que estava precisando de um apoio logístico para trazer o oxigênio. "
"784","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Só isso? "
"785","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O problema é esse. Eu contei o que a White Martins me falou em relação à regularização do consumo e também pedi para ele, pelo pedido da White Martins, transportar o oxigênio. "
"786","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Depois dessa data, em algum momento, o senhor comunica, pede apoio do Ministério da Saúde? "
"787","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Depois dessa data, nós comunicamos, no dia 9, via ofício, via comitê de crise. No dia 10... "
"788","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","No dia 9? "
"789","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, pedindo apoio. No dia 10, pessoalmente, ao Ministro comuniquei... "
"790","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Sr. Presidente, Sr. Relator, essa cronologia é importante. Dia 9 o senhor comunica, dia 10 o senhor comunica, dia 11 a Dra. Mayra vai lá lançar o TrateCov? "
"791","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Dia 11 tem um evento, em que inclusive estava o Ministro Pazuello. "
"792","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Então, para ser claro, Sr. Relator, Sr. Presidente: Dr. Marcellus, o senhor comunica, desde o dia 9, a necessidade do fornecimento de oxigênio? "
"793","MARCELLUS JOSÉ BARROSO CAMPÊLO","","De apoio logístico. É. Porque, Senador, vale ressaltar... "
"794","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","A primeira resposta do Ministério da Saúde é fazer o lançamento do TrateCov lá? "
"795","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eles disseram que iam fazer o apoio, tanto que eles ficaram... Antes do lançamento... "
"796","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","E fizeram? "
"797","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Antes do lançamento desse evento, que foi, se eu não me engano, 10h da manhã, houve a reunião, 8h da manhã, com o Ministro Pazuello e a White Martins para verificar essa questão do apoio logístico. E essa reunião... A partir daí, os assessores do Ministro começaram a tratar desse apoio específico. O evento foi logo em seguida. "
"798","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O evento foi logo em seguida. "
"799","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Isso. "
"800","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois é, o questionamento é este: a resposta imediata é esse evento de lançamento do TrateCov? "
"801","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É... "
"802","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O senhor solicitando oxigênio, e a primeira resposta que eles dão é o lançamento do TrateCov. "
"803","PRESIDENTE","(Omar Aziz. PSD - AM)","O Ministro Pazuello, aqui, depondo, falou que tomou conhecimento no dia 10, à noite. "
"804","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","É, o Sr. Secretário está informando aqui que foi dia 9 que comunicou. "
"805","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Dia 7 foi a primeira ligação, dia 9... "
"806","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Dia 7 foi a primeira ligação, dia 9 foi a comunicação do colapso. "
"807","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Dia 9 foi enviado ofício. "
"808","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Dia 11 ou dia 12 tem o lançamento do TrateCov lá, e não as providências em relação ao fornecimento de oxigênio, é isso? "
"809","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Isso. Nós trabalhamos a... "
"810","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Só para ficar clara essa cronologia: é isso? "
"811","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Só que... "
"812","PRESIDENTE","(Omar Aziz. PSD - AM)","Só um minutinho, Marcellus. "
"813","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Deixa eu te explicar uma coisa: dia 10, dia 11, desculpa, de manhã, houve a reunião do Ministro com a White Martins para tratar disso aí. "
"814","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeito. "
"815","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A partir daí... "
"816","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","E qual a providência? "
"817","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Transporte logístico para o oxigênio para Manaus, de acordo com a programação que a White Martins passou. Foi isso que foi feito. "
"818","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O senhor achou apropriado fazer um evento de lançamento do TrateCov quando tinha um colapso de oxigênio lá? Por parte do Ministério da Saúde? "
"819","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós, assim, nem sabíamos do que se tratava, porque eles iam explicar o que que era. "
"820","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeitamente. Presidente, Sr. Relator, eu acho que essa informação do Dr. Marcellus é fundamental. Veja... Dr. Marcellus, me corrija se eu estiver errado. O Dr. Marcellus acaba de dizer aqui para nós o seguinte: que ele nem sabia do que se tratava o evento de lançamento do TrateCov, isso quando o oxigênio em Manaus já estava colapsando, isso na véspera das dramáticas imagens que nós vimos ainda há pouco, das pessoas indo atrás de oxigênio em tudo quanto é canto, no dia 13 e no dia 14. Dr. Marcellus, essa sua informação aqui é valiosíssima. "
"821","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Só um adendo, por favor, Senador. "
"822","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois não. "
"823","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Esse evento teve várias pautas, não é? Uma delas foi a apresentação dessa solução, dessa ferramenta, digamos assim, o.k?. "
"824","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois é. Mas nesse momento em que as pessoas estavam precisando de oxigênio, era essa a resposta, na sua opinião, que deveria ter tido? O TrateCov? "
"825","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós tínhamos que trabalhar prioritariamente a logística. "
"826","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Alguma pauta desse evento tratou de oxigênio? "
"827","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, ele falou... Não, sobre oxigênio, especificamente, não. "
"828","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeito. "
"829","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Mas uma das pautas era a questão da vacina, da programação... "
"830","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Não, perfeito. Alguma das pautas desse evento tratou de oxigênio? "
"831","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Desse evento, não. "
"832","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Muitíssimo obrigado. Presidente, esse esclarecimento...         "
"833","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","Você estava ao lado dele ou estava presente nesse dia em que ele anunciou que, a partir de fevereiro, iriam vacinar todos os amazonenses acima de 50 anos? "
"834","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Estava. Foi no Comitê de Crise, ele estava lá. "
"835","PRESIDENTE","(Omar Aziz. PSD - AM)","No dia 20 de fevereiro, Senador Randolfe... O Ministro Pazuello prometeu que, no dia 20 de fevereiro, todos os amazonenses acima de 50 anos seriam vacinados. E eu perguntei a ele aqui, no dia que ele veio, e ele começou a justificar uma série de coisas e tal. Era isso. "
"836","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Sr. Presidente, a informação do Dr. Marcellus para nós é preciosa. No tal do evento do TrateCov sequer foi pautado, Sr. Relator – sequer foi pautado, Sr. Relator – oxigênio. No dia seguinte, as cenas que nós mostramos ainda há pouco eram dramáticas, as pessoas indo em todos os locais atrás de oxigênio. Só uma última pergunta de fato, Presidente. O senhor concede uma entrevista no dia 26 de janeiro – ou seja, a crise já estava, a crise já tinha colapsado de diferentes formas – e o senhor diz o seguinte: ""Vai ter que ter uma força nacional, uma estratégia nacional, porque eu alerto, e alertei hoje na reunião do Conselho Nacional de Secretários de Saúde, o Conass: aqui [no Amazonas] é só o começo, isso vai se alastrar para o Brasil, e a crise de oxigênio tem que ser uma estratégia nacional"". O senhor confirma essa declaração? "
"837","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, porque eu inclusive alertei o Conass... "
"838","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","E é de 26 de janeiro isso? "
"839","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim. Na verdade, antes mesmo eu estava comentando com os secretários, porque o perfil era diferente, com essa segunda onda consumia-se mais oxigênio, as pessoas ficavam mais tempo internadas. "
"840","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Essa comunicação também chegou ao Ministério da Saúde, de que o que ocorreria em Manaus iria se espalhar pelo Brasil? "
"841","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O ministério estava em Manaus, Senador. As equipes estavam, todos os secretários nacionais passaram quase 30 dias em Manaus a partir do dia 11. "
"842","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Satisfeito, Dr. Marcellus. Eu acho que essa informação, Sr. Presidente, Sr. Relator, eu queria... "
"843","OTTO ALENCAR","(PSD - BA)","Sr. Presidente... "
"844","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","... pedir a atenção de V. Exas. "
"845","OTTO ALENCAR","(PSD - BA)","Sr. Presidente... "
"846","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Já concluindo, Senador Otto. Eu pediria a atenção de V. Exa.: essa informação é preciosa porque é evidente que a crise, o colapso que se inaugurou, da segunda onda, em Manaus, iria evidentemente, nos meses seguintes, se espalhar pelo Brasil, como se espalhou. E o Ministério da Saúde tinha conhecimento disso. "
"847","OTTO ALENCAR","(PSD - BA)","Sr. Presidente... "
"848","PRESIDENTE","(Omar Aziz. PSD - AM)","Pois não. "
"849","OTTO ALENCAR","(PSD - BA. Pela ordem.)","Eu pergunto aqui ao Senador Marcos Rogério se ele pode fazer uma permuta, porque eu tenho um compromisso logo agora, de ordem pessoal, para eu falar rapidinho aqui, não demoro muito. "
"850","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Sr. Presidente, pela ordem. Queria só passar um documento à Presidência. V. Exa. me permite? "
"851","PRESIDENTE","(Omar Aziz. PSD - AM)","Pois não. "
"852","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA. Para interpelar.)","Eu estou aqui, Presidente... E aí cumprimentando a imprensa, que sempre nos auxilia muito. O jornalista André Spigariol, da Crusoé, ele fez uma publicação de um documento que quero passar à CPI. Quando fiz a pergunta ao Secretário acerca do recebimento do volume de 120 mil comprimidos de hidroxicloroquina, ele colocou claramente que seria para o tratamento de lúpus e também artrite. "
"853","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Não, Senadora, eu falei que nós utilizávamos a hidroxicloroquina para tratamento de... Mas o pedido foi para atender a esse programa que a Dra. Mayra estava querendo implantar lá, para distribuição para os Municípios. "
"854","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Ou seja, era para Covid. Mas agora o senhor está dizendo. Quando eu fiz a intervenção, o senhor não falou isso. "
"855","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, eu falei que... "
"856","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","O senhor falou claramente... "
"857","MARCELLUS JOSÉ BARROSO CAMPÊLO","","... utilizava para a hidroxicloroquina... "
"858","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Está aqui, eu estou com a taquigrafia, inclusive, aqui ó, e na taquigrafia está claro. Passo a V. Exa. de novo, para V. Exa. refrescar a fala, e passo à Presidência desta CPI o documento assinado pelo Secretário, fazendo o recebimento e, portanto, solicitando o volume de hidroxicloroquina para o dia 5 de janeiro, pico, início do crescimento vertiginoso da quantidade de mortos no Estado do Amazonas. Passo a V. Exa., Presidente.         "
