"","nomes","cargo_funcao","fala"
"1113","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Com certeza, Senador. Corrupção mata em qualquer época e sobretudo numa época como esta, né? "
"1114","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Eu queria lhe perguntar sobre a Dra. Luana Araújo, que esteve aqui na semana passada e teve um tratamento completamente diferente do tratamento dispensado à Dra. Nise Yamaguchi. Duas médicas, mas o tratamento... A população viu, de um lado e de outro, as grosserias, as intimidações e, para a outra, a Dra. Luana, praticamente só faltou entregar flores. E eu acho que tem que entregar mesmo para as mulheres, mas isso realmente é algo que a gente precisa... O senhor... (Intervenção fora do microfone.) "
"1115","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Só um minutinho. Só um minutinho, Senador, por favor. Foi o ex-Ministro Mandetta que indicou a Dra. Luana para o senhor? "
"1116","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Não. "
"1117","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Segundo foi informado... Inclusive, foi uma surpresa a oitiva aqui da Dra. Luana, que estava programada mais para a frente... Cancelaram a audiência com cientistas e médicos renomados que estavam marcados para o dia dela e trouxeram a Dra. Luana. Não deu tempo para a gente pesquisar muito aqui, foi de véspera, o que atrapalha o trabalho dos Senadores, mas eu digo para o senhor...         Eu lhe pergunto: circulam nas redes sociais que, aparentemente, há várias contradições no currículo da Dra. Luana, e é claro que, em defesa do contraditório, nós não podemos infligir... Por isso, se faz indispensável ouvir o Dr. Francisco Cardoso e Dr. Paulo Porto, cujo requerimento já foi aprovado; a oitiva foi adiada monocraticamente, mas o Presidente já nos confirmou que vai marcar para ouvi-los. E ainda se faz necessário que ela se manifeste para se explicar devidamente, não sei se voltando aqui a esta CPI, mas as informações prestadas por ela estão sendo devidamente checadas. Mas quanto à nomeação para o cargo de secretária, é obrigatória a obediência ao Decreto Presidencial nº 9.727, de 2019, que estabelece os requisitos para nomeação de cargos de diretoria e assessoramento especial na alta gestão. Nesse contexto, entre outros requisitos, faz-se indispensável que o candidato tenha experiência na gestão pública, além de experiência suficiente acumulada em atividades correlatas, ter currículo Lattes e pós-graduação validada no Brasil. Na indicação da Dra. Luana para o cargo de secretária de enfrentamento ao Covid, o senhor considerou esses dados, Dr. Marcelo Queiroga? "
"1118","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Senador, o que eu considerei foi a participação da Dra. Luana como uma consultora eventual, onde ela teve um bom desempenho e, em função disso, eu considerei colocá-la como secretária. Como já discuti, não foi efetivado por uma questão de conveniência e oportunidade, sobretudo porque entendi que, no momento, ela não seria a melhor pessoa para harmonizarmos essa questão aqui que estamos discutindo e que nós precisamos avançar no enfrentamento da pandemia. Eu tenho uma boa impressão da Dra. Luana, é uma pessoa que tem residência médica em infectologia na Universidade Federal do Rio de Janeiro. E eu a aponto como uma pessoa, ainda é uma médica relativamente jovem, que tem um futuro promissor e que terá sucesso na carreira dela. "
"1119","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Tá. Eu não sou médico, Dr. Marcelo Queiroga, para poder avaliar o tratamento precoce. Esse é um assunto absolutamente técnico e não deveria ser politizado, como o Presidente da República errou ao fazê-lo. Como eu já disse aqui, pode ter tido as melhores intenções, mas é errado Presidente mostrar remédio. Eu somente tenho trazido aqui argumentos dos médicos que, infelizmente, não têm tido a oportunidade de serem ouvidos. Se a CPI quer discutir o tratamento precoce – que não se restringe a um medicamento apenas, porque tem polêmica, mas é composto por 17 medicamentos que ainda estão sendo, inclusive, pesquisados –, que seja justa e ouça os médicos dos dois lados. O que eu lutarei sempre é pela autonomia médica e do paciente e pela justiça. A lei brasileira garante que eles são responsáveis por seus atos. Precisamos urgentemente deixar que esses médicos possam realizar esse trabalho heroico de tentar salvar vidas em plena pandemia e, sobretudo, impedir que sejam perseguidos, como infelizmente tem ocorrido. Me encaminhando aqui para o final, eu pergunto ao senhor: por que existe tanta defasagem entre as vacinas enviadas aos Estados e Municípios e aquelas efetivamente aplicadas, como a gente vê no vacinômetro ali?         "
"1120","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Essa defasagem está sendo reduzida. O nosso Programa Nacional de Imunizações tem uma capacidade boa de vacinar a população brasileira. Parte dessa defasagem se deve à segunda dose, que é guardada. Se você vê lá: 105 milhões de doses distribuídas, 70 milhões de doses aplicadas, há uma parte aí que é a segunda dose, que é guardada. Há também a questão da distribuição da vacina para Estados e Municípios, em que, às vezes, há um pequeno retardo. E há outras questões relacionadas à subnotificação, porque alguns Estados... Por exemplo, o Estado de São Paulo tem um sistema próprio de informação, ele só informa ao Datasus depois. O Estado do Rio Grande do Norte, idem. A cidade de Salvador, também. Então, por isso que não tem lá... Por exemplo, 105 milhões de doses distribuídas, 100 milhões de doses aplicadas. Essa é a justificação, Senador. "
"1121","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Só pra concluir, Presidente, por favor, eu fui informado de que o TCU recomendou – ou determinou, ainda não sei – que o Ministério da Saúde republicasse em seu site a Nota Informativa 17, de 2020, que, aliás, tem um infectologista, Dr. Francisco Cardoso, como um de seus autores – daí por que é indispensável a oitiva dele. Essa nota é importante, porque estabelece as doses seguras para o uso da hidroxicloroquina, justamente para evitar as superdoses que foram observadas em estudos clínicos no Brasil e no exterior, onde, lamentável e indevidamente, muitas vezes foi utilizada essa droga, sabidamente menos segura, em fases inadequadas, a hospitalar, até mesmo em pacientes sabidamente fragilizados e cardiopatas. Segundo especialistas, estudos com essas características constam até da metanálise da Nature, adotada pela OMS, para, propositadamente, desqualificar esse medicamento, que é apenas um dentre os 17 que são utilizados atualmente no tratamento precoce. Portanto, é um erro grave – repito: é um erro grave – falar que o mundo condena o tratamento precoce. Criaram polêmicas unicamente sobre dois medicamentos: a hidroxicloroquina e a ivermectina, e não sobre todas as outras drogas usadas atualmente. Aliás, muitos pesquisadores me informaram que a Dra. Luana Araújo se equivocou ao menosprezar as metanálises, já que estas, sim, estão no topo das evidências científicas e que nem toda revisão sistemática contém metanálises, que são consideradas a cereja do bolo. Evidentemente que qualquer evidência pode ter equívocos, inclusive os ensaios randomizados, duplos-cegos e metanálises, como muitos especialistas afirmam sobre as adotadas pela OMS. Então eu queria fazer a última pergunta, e aí o senhor já coloca aqui: o senhor poderia explicar como será a aquisição dessas vacinas pelo Ministério da Saúde e pelos Estados da Federação agora que foi autorizada a Sputnik? Com que recursos? As vacinas adquiridas pelos Estados vão compor o plano nacional de imunização? "
"1122","MARCELO ANTÔNIO CARTAXO QUEIROGA LOPES","","Bom, primeiro, em relação à construção de evidências científicas, a melhor evidência científica é a oriunda dos chamados ensaios clínicos randomizados. Naturalmente que esses ensaios clínicos, eles são sujeitos a vieses e que a interpretação de cada um desses estudos cabe aos pesquisadores, aos médicos especialistas, para se tirar o melhor proveito das informações dali retiradas.         Muitas vezes, nós temos vários estudos randomizados e fazemos uma metanálise desses dados. Uma metanálise só com estudos randomizados tem um determinado valor. Agora, se eu faço uma metanálise e lá você tem estudos observacionais, você tem estudos que são muito diferentes, como se eu estivesse ali misturando laranja com banana, essas metanálises perdem força. Então, a avaliação da qualidade da evidência científica sobre todos esses aspectos deve ser feita no âmbito da Conitec. A solução que eu encontrei pra resolver essa divergência foi levar para a área técnica, para que tenhamos, em vez de uma nota informativa, um protocolo clínico e uma diretriz terapêutica, sem prejuízo da opinião pessoal do Ministro acerca de qualquer um desses fármacos que se usam agora. Se fala de tratamento precoce: a Anvisa concedeu o registro emergencial para um coquetel de anticorpos monoclonais, e não há nenhuma publicação científica na literatura especializada, tão somente os dados que foram fornecidos à Anvisa. E, segundo esses dados, esse medicamento, quando aplicado precocemente em indivíduos que têm comorbidades, pode reduzir o desfecho composto óbito e internação hospitalar em até 70%. Então, chegou uma proposta, Senador Rogério, lá no Ministério da Saúde, para adquirirmos esse medicamento. Bom, eu submeti à análise técnica da Comissão Nacional de Incorporação de Tecnologias no SUS. Está lá em consulta pública, porque, se esse medicamento usado precocemente reduz 70% de internação e óbito, estaria ali uma boa opção pra tratamento precoce, mas é preciso avaliar a qualidade da evidência científica, é preciso avaliar a efetividade desse medicamento dentro do contexto nacional, é preciso avaliar as condições de implementação desse tratamento no sistema de saúde. E já há outros dois medicamentos dessa natureza sendo submetidos ao SUS, para avaliação da Conitec, porque nós precisamos analisar a questão do custo-efetividade, pra ver se é viável introduzir essas medicações, como outras medicações estão sendo avaliadas para o tratamento inicial da Covid, porque seria o ideal termos a vacinação, mais algum tipo de tratamento que pudesse ser usado na fase inicial da doença. Infelizmente, hoje ainda, nós não temos medicações com eficácia comprovada para o enfrentamento dessa doença. Então, vamos esperar – espero que seja num curto espaço de tempo – uma manifestação da Conitec sobre o tratamento da Covid em todas as fases. Aí teremos uma política pública consolidada, oxalá com uma harmonização da classe médica sobre esse assunto, e encerramos de vez essa questão, para investir no que é fundamental. Eu acredito que o que é fundamental é vacinação da população brasileira. E é esse o esforço que eu faço todos os dias no Ministério da Saúde. Só nesse sentido, essa vacina da Sputnik, por exemplo, tem uma publicação na revista The Lancet, que é uma revista de bom prestígio, de bom conceito, de fator de impacto elevado. Há críticas a respeito dessa publicação, a Anvisa fez alguns apontamentos acerca da segurança dessa vacina. Recentemente os ministros da Saúde do G7 clamaram, pugnaram por redução dos óbices regulatórios em relação às vacinas. E acredito que até isso tenha sensibilizado um pouco a Anvisa. Não sei se foi por essa razão, mas o fato é que a Anvisa, de maneira condicionada, autorizou a Sputnik e a Covaxin.         Já havia um entendimento anterior feito pelo Ministério da Saúde e pelos Governadores do Consórcio do Nordeste, com os quais já conversei diversas vezes, para que todas as vacinas Sputnik que fossem adquiridas, no âmbito dessa tratativa com o fundo soberano russo, fossem adquiridas pelo Ministério da Saúde e disponibilizadas ao PNI. O cenário agora é diverso. Por quê? Porque a autorização da Anvisa foi uma autorização condicionada e restrita a cerca de 1% da população de cada Estado e à realização de estudos, estudos de efetividade. O Ministério da Saúde vai apoiar essa iniciativa, o Ministério da Saúde vai auxiliar tecnicamente na realização desses estudos de efetividade, e a nossa impressão é que, tendo um resultado favorável, se possa avançar com mais um imunizante disponível para o nosso sistema de saúde. Em relação à Covaxin, essa vacina, o contrato é com um distribuidor. Nós não sabemos ainda se teremos essas doses disponíveis na Índia. Eu me reuni com o Embaixador Suresh, e o Embaixador Suresh me relatou as dificuldades de doses vacinas a serem exportadas pela Índia, porque nós sabemos o cenário sanitário da Índia, que é complexo, mas todas as doses de vacina que, efetivamente, puderem ser entregues ao Programa Nacional de Imunizações... Eu estava conversando ali com o nosso Senador Eduardo Braga, e ele me perguntava sobre o mês de julho e o mês de agosto, e disse que seria importante, para reforçar o nosso programa. Então, eu vejo, assim, como algo positivo essa decisão da Anvisa, e a perspectiva de termos, seja da Sputnik, que eu vejo como mais concreta, ou da Covaxin, reforço para o Programa Nacional de Imunizações. "
